movie,original_language,popularity,vote_average,vote_count,release_date,production_budget,worldwide_gross,genres,release_month
#horror,de,6.099,3.3,102,2015-11-20,1500000,0,multiple_genres,11
10 cloverfield lane,en,17.892,6.9,4629,2016-03-11,5000000,108286422,multiple_genres,3
10 days in a madhouse,en,0.955,5.4,7,2015-11-11,12000000,14616,drama,11
12 strong,en,13.183,5.6,1312,2018-01-19,35000000,71118378,multiple_genres,1
12 years a slave,en,16.493,7.9,6631,2013-10-18,20000000,181025343,multiple_genres,10
127 hours,en,11.435,7.0,4469,2010-11-05,18000000,60217171,multiple_genres,11
13 sins,en,10.899,6.3,576,2014-04-18,4000000,47552,multiple_genres,4
1982,en,0.6,7.5,2,2016-03-01,1000000,0,drama,3
2 guns,en,14.8,6.5,2368,2013-08-02,61000000,132493015,multiple_genres,8
20 feet from stardom,en,7.866,7.4,127,2013-06-14,1000000,5892466,multiple_genres,6
21 jump street,en,14.836,6.8,6527,2012-03-16,42000000,202812429,multiple_genres,3
22 jump street,en,11.176,6.9,5167,2014-06-13,50000000,331333876,multiple_genres,6
23 blast,en,2.213,6.5,31,2014-10-24,1000000,549185,multiple_genres,10
3,en,1.816,6.0,2,2011-09-16,7200000,295492,multiple_genres,9
3 backyards,en,2.079,4.3,6,2011-03-11,300000,39475,drama,3
3 days to kill,en,11.011,6.1,1279,2014-02-21,28000000,38959900,multiple_genres,2
30 minutes or less,en,11.315,5.6,825,2011-08-12,28000000,40966716,multiple_genres,8
30 nights of paranormal activity with the devil inside the girl with the dragon tattoo,en,2.967,3.0,42,2013-01-15,3000000,0,comedy,1
300: rise of an empire,en,23.68,6.0,3870,2014-03-07,110000000,330780051,multiple_genres,3
31,en,8.683,5.2,370,2016-10-21,1500000,922727,multiple_genres,10
42,en,11.28,7.0,1028,2013-04-12,31000000,97470701,multiple_genres,4
47 ronin,en,25.049,6.0,2080,2013-12-25,175000000,151716815,multiple_genres,12
5 days of war,en,8.689,5.7,102,2011-08-19,12000000,87793,multiple_genres,8
50 to 1,en,2.852,6.2,25,2014-03-21,10000000,1069454,drama,3
50/50,en,12.451,7.1,2111,2011-09-30,8000000,41334735,documentary,9
8 days,en,0.84,8.0,2,2015-10-13,2500000,0,multiple_genres,10
8: the mormon proposition,en,2.19,6.2,11,2010-06-18,2500000,100280,documentary,6
90 minutes in heaven,en,5.798,5.3,63,2015-09-11,5000000,4816142,drama,9
a bad moms christmas,en,16.604,6.3,1044,2017-11-01,28000000,127710550,multiple_genres,11
a better life,en,5.885,7.1,97,2011-06-24,10000000,1884251,drama,6
a dangerous method,en,10.352,6.3,1066,2011-11-23,20000000,14807531,multiple_genres,11
a few best men,en,8.84,5.8,247,2015-05-05,15000000,17224539,multiple_genres,5
a ghost story,en,11.886,7.0,906,2017-07-07,100000,2769782,multiple_genres,7
a good day to die hard,en,15.858,5.2,4437,2013-02-14,92000000,304249198,multiple_genres,2
a haunted house,en,6.909,5.5,871,2013-01-11,2500000,59922558,multiple_genres,1
a haunted house 2,en,6.948,5.5,597,2014-04-18,4000000,21206861,multiple_genres,4
a hologram for the king,en,11.055,5.9,589,2016-04-22,35000000,11846010,multiple_genres,4
a little bit of heaven,en,7.87,6.3,333,2012-05-04,12500000,1100287,multiple_genres,5
a lonely place to die,en,9.104,6.1,251,2012-03-20,4000000,442550,multiple_genres,3
a million ways to die in the west,en,10.816,5.8,2219,2014-05-30,40000000,86778557,multiple_genres,5
a monster calls,en,11.128,7.1,1918,2017-01-06,43000000,46414530,multiple_genres,1
a most violent year,en,12.271,6.6,792,2014-12-31,20000000,8846875,multiple_genres,12
a most wanted man,en,10.267,6.5,784,2014-07-25,15000000,36068890,multiple_genres,7
a nightmare on elm street,en,9.795,5.5,1408,2010-04-30,35000000,117729621,multiple_genres,4
a quiet place,en,29.154,7.3,5848,2018-04-06,17000000,334522294,multiple_genres,4
a simple favor,en,21.121,6.6,1756,2018-09-14,20000000,97628717,multiple_genres,9
a star is born,en,35.848,7.5,5676,2018-10-05,36000000,433449571,multiple_genres,10
a street cat named bob,en,7.12,7.5,500,2016-11-18,8000000,17382693,multiple_genres,11
a thousand words,en,8.017,6.1,685,2012-03-09,40000000,20790486,multiple_genres,3
a true story,en,1.218,6.6,4,2013-10-25,45000,0,comedy,10
a walk among the tombstones,en,19.373,6.3,1685,2014-09-19,28000000,62108587,multiple_genres,9
a walk in the woods,en,6.935,5.9,402,2015-09-02,8000000,37119358,multiple_genres,9
a wrinkle in time,en,12.529,5.0,1073,2018-03-09,103000000,133401882,multiple_genres,3
abduction,en,17.69,5.8,1791,2011-09-23,35000000,86648359,multiple_genres,9
about last night,en,8.465,6.0,312,2014-02-14,13000000,50445860,multiple_genres,2
about time,en,14.133,7.9,3981,2013-11-01,12000000,89309178,multiple_genres,11
above and beyond,en,0.782,8.0,5,2015-01-30,1300000,288751,documentary,1
abraham lincoln: vampire hunter,en,12.498,5.6,2009,2012-06-22,67500000,137489730,multiple_genres,6
absentia,en,10.357,5.9,175,2011-12-31,70000,8555,sci-fi,12
accidental love,en,6.487,4.0,172,2015-03-17,26000000,135436,multiple_genres,3
acrimony,en,10.6,6.6,186,2018-03-30,20000000,46627836,multiple_genres,3
act of valor,en,12.197,6.3,583,2012-02-24,12000000,82497035,multiple_genres,2
action jackson,en,6.744,5.2,81,1988-02-12,7000000,20257000,multiple_genres,2
action point,en,12.84,5.2,136,2018-06-01,19000000,5103675,comedy,6
addicted,en,8.295,5.3,103,2014-10-10,5000000,17499242,multiple_genres,10
admiral,nl,5.466,6.4,86,2008-12-31,20000000,38585047,multiple_genres,12
admission,en,8.065,5.5,385,2013-03-22,13000000,18733666,multiple_genres,3
adrift,en,16.786,6.7,1264,2018-06-01,35000000,57897191,drama,6
adulterers,en,8.058,5.2,29,2016-01-05,750000,0,multiple_genres,1
after,en,7.712,5.7,86,2012-12-31,650000,0,multiple_genres,12
after earth,en,14.415,5.1,4154,2013-05-31,130000000,251499665,multiple_genres,5
ain't them bodies saints,en,8.166,6.2,217,2013-08-16,5000000,1075009,multiple_genres,8
air strike,en,6.971,3.9,56,2018-10-26,65000000,516279,multiple_genres,10
airborne,en,2.877,3.9,31,2012-09-14,1200000,0,multiple_genres,9
albert nobbs,en,6.277,6.3,227,2011-12-21,7500000,8539003,multiple_genres,12
alex cross,en,9.962,5.1,424,2012-10-19,35000000,35426759,multiple_genres,10
"alexander and the terrible, horrible, no good, very bad day",en,6.783,6.2,817,2014-10-10,28000000,101379287,multiple_genres,10
alice in wonderland,en,22.02,6.6,8713,1951-07-28,3000000,0,multiple_genres,7
alice through the looking glass,en,16.642,6.5,3803,2016-05-27,170000000,276928112,multiple_genres,5
alien: covenant,en,24.651,5.9,4971,2017-05-19,97000000,238521247,multiple_genres,5
all eyez on me,en,7.249,6.4,695,2017-06-16,45000000,54876855,multiple_genres,6
all good things,en,7.871,6.0,493,2010-12-03,20000000,873617,multiple_genres,12
all is lost,en,9.869,6.6,949,2013-10-18,8500000,10386814,multiple_genres,10
all saints,en,4.042,6.1,25,2017-08-25,2000000,5941994,drama,8
all superheroes must die,en,2.078,3.9,19,2013-01-04,20000,0,multiple_genres,1
alleluia! the devil's carnival,en,3.058,7.0,9,2015-08-11,500000,0,multiple_genres,8
allied,en,19.611,6.7,2765,2016-11-23,106000000,119266661,multiple_genres,11
almost christmas,en,6.532,5.6,245,2016-11-11,17000000,42493506,multiple_genres,11
almost famous,en,11.022,7.5,1339,2000-09-15,60000000,47371191,multiple_genres,9
aloft,en,4.944,5.5,61,2015-05-22,8000000,237688,drama,5
aloha,en,9.685,5.3,1226,2015-05-29,37000000,25387091,multiple_genres,5
alpha,en,24.536,5.9,1167,2018-08-17,51000000,99624873,multiple_genres,8
alvin and the chipmunks: chipwrecked,en,12.672,5.5,1055,2011-12-16,80000000,349088523,multiple_genres,12
alvin and the chipmunks: the road chip,en,14.973,5.8,852,2015-12-18,90000000,249517956,multiple_genres,12
american assassin,en,15.434,6.3,1596,2017-09-15,63000000,68310140,multiple_genres,9
american heist,en,7.271,4.6,213,2015-07-21,10000000,2341218,multiple_genres,7
american hero,en,6.56,5.0,93,2015-12-11,1000000,26,multiple_genres,12
american honey,en,8.778,6.7,417,2016-09-30,3500000,2611750,multiple_genres,9
american hustle,en,12.481,6.8,4443,2013-12-13,40000000,257878294,multiple_genres,12
american made,en,16.748,6.7,2188,2017-09-29,50000000,135569212,multiple_genres,9
american reunion,en,17.199,6.2,2679,2012-04-06,50000000,236799211,comedy,4
american sniper,en,18.473,7.4,7658,2014-12-25,58000000,547326372,multiple_genres,12
american ultra,en,9.97,6.0,1756,2015-08-21,28000000,30295028,multiple_genres,8
amigo,en,0.84,4.8,4,2011-08-19,1500000,184705,multiple_genres,8
amnesiac,en,6.144,4.5,95,2015-08-14,3000000,0,multiple_genres,8
amour,fr,10.705,7.7,746,2012-12-19,9700000,36787044,multiple_genres,12
anchorman 2: the legend continues,en,12.08,6.1,1408,2013-12-18,50000000,172185754,comedy,12
and so it goes,en,8.235,5.9,264,2014-07-25,18000000,17920013,multiple_genres,7
anderson's cross,en,0.6,5.0,1,2010-12-31,300000,0,multiple_genres,12
animal kingdom,en,10.188,6.8,399,2010-08-13,4200000,8078683,multiple_genres,8
animals,en,0.6,6.5,2,2008-12-31,5500000,0,multiple_genres,12
anna,en,1.463,3.1,8,2014-06-06,4357373,1200000,biography,6
anna karenina,en,9.987,6.7,1265,2012-11-16,49000000,71004627,multiple_genres,11
annabelle,en,13.989,5.6,3357,2014-10-03,6500000,256862920,multiple_genres,10
annabelle: creation,en,21.245,6.5,3141,2017-08-11,15000000,305384865,multiple_genres,8
annie,en,13.422,6.1,770,2014-12-19,65000000,139829625,multiple_genres,12
annihilation,en,25.197,6.3,4465,2018-02-23,55000000,43070915,multiple_genres,2
anomalisa,en,10.285,7.1,927,2015-12-30,8000000,5706168,multiple_genres,12
anonymous,en,8.114,6.4,434,2011-10-28,27500000,15815509,multiple_genres,10
another earth,en,10.03,6.7,853,2011-07-22,175000,2102779,multiple_genres,7
another happy day,en,5.473,6.1,60,2011-11-18,4000000,978527,multiple_genres,11
another year,en,9.394,7.0,150,2010-12-29,8000000,20005613,documentary,12
ant-man,en,32.715,7.1,11949,2015-07-17,130000000,518858449,multiple_genres,7
ant-man and the wasp,en,44.729,7.0,6290,2018-07-06,130000000,623144660,multiple_genres,7
antarctica: a year on ice,en,2.061,7.2,41,2014-11-28,1000000,288757,multiple_genres,11
antibirth,en,5.716,4.8,66,2016-09-02,2500000,0,horror,9
antiviral,en,6.33,5.8,152,2013-04-12,3100000,123407,multiple_genres,4
apollo 18,en,8.384,5.0,486,2011-09-02,5000000,26517819,multiple_genres,9
aquaman,en,38.102,6.8,6155,2018-12-21,160000000,1146894640,multiple_genres,12
arbitrage,en,12.14,6.2,459,2012-09-14,12000000,35830713,multiple_genres,9
area 51,en,6.794,4.4,248,2015-05-15,5000000,7556,multiple_genres,5
argo,en,15.793,7.2,5127,2012-10-12,44500000,227140757,multiple_genres,10
aroused,en,2.017,6.6,18,2013-05-03,150000,0,documentary,5
arrival,en,25.442,7.4,10387,2016-11-11,47000000,203127894,documentary,11
arthur,en,7.886,5.5,399,2011-04-08,40000000,47787943,multiple_genres,4
arthur christmas,en,12.981,6.7,692,2011-11-23,85000000,149717124,multiple_genres,11
"as above, so below",en,10.613,6.2,1321,2014-08-29,5000000,41824066,multiple_genres,8
as it is in heaven,en,0.629,8.0,1,2014-07-11,450000,13486,drama,7
ask me anything,en,9.193,5.6,246,2015-03-03,950000,0,drama,3
assassins,en,10.579,6.2,666,1995-10-06,50000000,83306268,multiple_genres,10
atomic blonde,en,21.662,6.3,3645,2017-07-28,30000000,98345423,multiple_genres,7
attack the block,en,9.612,6.4,1144,2011-07-29,13000000,6459183,multiple_genres,7
august,en,1.505,5.7,6,2008-07-11,3400000,12636,drama,7
august: osage county,en,9.586,6.9,843,2013-12-25,25000000,50738810,multiple_genres,12
avatar,en,26.526,7.4,18676,2009-12-18,425000000,2776345279,horror,12
avengers: age of ultron,en,44.383,7.3,13457,2015-05-01,330600000,1403013963,multiple_genres,5
avengers: infinity war,en,80.773,8.3,13948,2018-04-27,300000000,2048134200,multiple_genres,4
awol-72,en,4.2,3.8,22,2015-12-31,3000000,0,multiple_genres,12
baahubali 2: the conclusion,te,10.406,7.0,252,2017-04-28,30000000,263502914,multiple_genres,4
baby driver,en,22.895,7.4,8034,2017-06-28,34000000,228104185,multiple_genres,6
bachelorette,en,7.05,5.4,755,2012-09-07,3000000,12577401,multiple_genres,9
backstabbing for beginners,en,13.292,6.3,78,2018-04-24,8000000,343773,multiple_genres,4
bad company,en,1.836,10.0,1,2002-06-07,70000000,69157016,thriller,6
bad moms,en,14.332,6.5,2600,2016-07-29,20000000,180998716,comedy,7
bad teacher,en,13.549,5.5,2894,2011-06-24,19000000,215448997,multiple_genres,6
bad times at the el royale,en,31.32,6.8,1365,2018-10-12,32000000,29204379,multiple_genres,10
bad words,en,9.516,6.4,451,2014-03-14,10000000,7843145,multiple_genres,3
baggage claim,en,8.666,5.4,127,2013-09-27,8500000,22885836,comedy,9
bait,en,7.117,5.5,358,2000-09-15,35000000,15471969,multiple_genres,9
bajrangi bhaijaan,hi,7.122,7.9,232,2015-07-17,13000000,121778347,multiple_genres,7
ballerina,en,13.21,7.2,1024,2017-08-25,30000000,96892829,multiple_genres,8
banshee chapter,en,6.872,5.6,135,2014-01-10,950000,78122,multiple_genres,1
barbecue,fr,7.874,5.8,383,2014-12-26,10000000,247565,comedy,12
barbershop: the next cut,en,12.846,6.0,248,2016-04-15,20000000,54404202,multiple_genres,4
barney's version,en,7.357,7.2,210,2011-01-14,30000000,8845575,multiple_genres,1
barry munday,en,5.141,6.0,37,2010-10-01,3000000,0,multiple_genres,10
batman v superman: dawn of justice,en,28.088,5.8,11991,2016-03-25,250000000,867500281,multiple_genres,3
battle of the sexes,en,11.988,6.9,1045,2017-09-22,25000000,18445379,multiple_genres,9
battle of the year,en,5.858,6.1,130,2013-09-20,20000000,16723377,multiple_genres,9
battleship,en,21.742,5.6,3240,2012-05-18,220000000,313477717,multiple_genres,5
baywatch,en,14.429,6.1,4748,2017-05-25,60000000,175863783,multiple_genres,5
beastly,en,10.136,6.1,1748,2011-03-04,17000000,38028230,multiple_genres,3
beasts of the southern wild,en,7.53,6.9,605,2012-06-27,1800000,23265132,multiple_genres,6
beautiful,en,0.879,8.0,1,2000-09-29,9000000,3134509,multiple_genres,9
beautiful boy,en,17.409,7.6,500,2018-10-12,25000000,13031424,drama,10
beautiful creatures,en,11.198,5.7,1826,2013-02-14,50000000,60282876,multiple_genres,2
beauty and the beast,en,26.701,7.7,5730,2017-03-17,160000000,1259199706,multiple_genres,3
before i fall,en,14.584,7.0,2135,2017-03-03,5000000,18945682,multiple_genres,3
before i go to sleep,en,16.07,6.4,1098,2014-10-31,22000000,19563579,multiple_genres,10
before midnight,en,11.765,7.4,1039,2013-05-24,3000000,23251930,multiple_genres,5
before we go,en,8.233,6.5,985,2015-09-04,3000000,483938,multiple_genres,9
begin again,en,10.828,7.2,2089,2014-06-27,8000000,68838736,multiple_genres,6
beginners,en,10.322,6.9,532,2011-06-03,3200000,14314407,multiple_genres,6
believe,en,1.327,5.9,12,2016-12-02,3500000,890303,documentary,12
beloved,fr,5.599,6.7,31,1998-10-16,53000000,22852487,documentary,10
below zero,en,2.027,5.2,17,2012-08-28,1200000,0,thriller,8
ben is back,en,17.273,6.7,254,2018-12-07,13000000,9633111,drama,12
ben-hur,en,10.11,5.6,1068,1959-11-18,15000000,73259017,multiple_genres,11
bending steel,en,0.6,5.0,1,2015-08-04,50000,0,documentary,8
beneath hill 60,en,6.067,7.0,66,2014-06-17,9000000,3440939,multiple_genres,6
benji,en,10.503,7.0,138,1974-11-15,500000,31559560,multiple_genres,11
bernie,en,7.518,6.6,503,2012-04-27,6000000,10106975,multiple_genres,4
beyond the black rainbow,en,7.331,5.9,150,2012-05-18,1100000,56491,multiple_genres,5
beyond the lights,en,7.717,7.0,238,2014-11-14,7000000,14618727,multiple_genres,11
big,en,15.031,7.0,1813,1988-06-03,18000000,151668774,documentary,6
big eyes,en,12.017,7.0,2153,2014-12-25,10000000,27317872,documentary,12
big hero 6,en,36.92,7.8,10176,2014-11-07,165000000,652127828,multiple_genres,11
big miracle,en,6.76,6.6,250,2012-02-03,40000000,25268680,multiple_genres,2
"big mommas: like father, like son",en,16.024,5.5,623,2011-02-18,32000000,82332450,multiple_genres,2
bilal: a new breed of hero,en,2.707,6.8,54,2018-02-02,30000000,648599,multiple_genres,2
bird box,en,26.156,7.0,4777,2018-12-13,19800000,0,multiple_genres,12
birth of the dragon,en,8.164,5.7,172,2017-08-25,31000000,7220490,multiple_genres,8
bitter harvest,en,5.489,6.2,42,2017-02-24,21000000,606162,multiple_genres,2
biutiful,es,7.697,7.2,546,2011-01-28,35000000,24687524,multiple_genres,1
black mass,en,14.646,6.4,2020,2015-09-18,53000000,98837872,multiple_genres,9
black nativity,en,1.779,5.7,25,2013-11-27,17500000,7285135,multiple_genres,11
black november,en,1.366,5.9,5,2015-01-09,7500000,32572,multiple_genres,1
black or white,en,8.05,6.8,193,2015-01-30,9000000,21971021,multiple_genres,1
black panther,en,2.058,5.1,11,2018-02-16,200000000,1348258224,multiple_genres,2
black rock,en,6.334,4.9,118,2013-05-14,1000000,0,multiple_genres,5
black swan,en,13.745,7.6,8374,2010-12-03,13000000,331266710,multiple_genres,12
blackhat,en,16.824,5.3,1165,2015-01-16,70000000,19665004,multiple_genres,1
blackkklansman,en,25.101,7.6,3138,2018-08-10,15000000,93017335,multiple_genres,8
blackthorn,en,7.548,6.7,111,2011-10-07,4500000,1217307,multiple_genres,10
blade runner 2049,en,48.571,7.4,6679,2017-10-06,185000000,259357408,multiple_genres,10
blair witch,en,9.772,5.0,1094,2016-09-16,10000000,38985577,multiple_genres,9
bleed for this,en,8.258,6.9,405,2016-11-18,16000000,6603926,multiple_genres,11
bleeding hearts,en,0.6,6.0,2,2015-02-03,1200000,0,horror,2
blended,en,10.613,6.7,1709,2014-05-23,45000000,127990741,multiple_genres,5
blockers,en,21.841,6.1,969,2018-04-06,21000000,94045328,comedy,4
blood done sign my name,en,1.346,6.0,5,2010-02-19,10000000,109383,drama,2
blood feast,en,3.402,4.3,6,2018-02-06,1200000,8708,horror,2
blood ties,en,12.003,6.1,268,2014-03-21,26000000,2923959,multiple_genres,3
blue jasmine,en,10.443,7.0,1983,2013-07-26,18000000,102912961,drama,7
blue like jazz,en,3.253,5.9,35,2012-04-13,1200000,595018,multiple_genres,4
blue ruin,en,7.983,6.9,736,2014-04-25,420000,437002,multiple_genres,4
blue valentine,en,8.994,6.9,1677,2010-12-29,1000000,16566240,multiple_genres,12
bobby,en,1.881,6.6,10,2006-11-17,14000000,20597806,multiple_genres,11
bohemian rhapsody,en,37.197,8.1,7629,2018-11-02,55000000,894985342,multiple_genres,11
bone tomahawk,en,11.891,6.8,905,2015-10-23,2000000,475846,multiple_genres,10
bones,en,1.4,8.0,4,2001-10-24,10000000,8378853,documentary,10
book club,en,0.6,10.0,1,2018-05-18,10000000,91113683,documentary,5
born of war,en,1.375,4.3,9,2015-01-27,5000000,0,multiple_genres,1
born to fly: elizabeth streb vs. gravity,en,0.6,5.5,2,2014-09-10,500000,1822,multiple_genres,9
bound,en,5.883,3.5,42,1996-10-04,4500000,7011317,adventure,10
boyhood,en,11.141,7.5,3097,2014-07-11,4000000,57273049,drama,7
braid,en,5.972,6.4,18,2019-02-01,1660000,80745,multiple_genres,2
brave,en,18.908,6.9,8116,2012-06-22,185000000,554606532,drama,6
breaking in,en,0.6,2.5,2,2018-05-11,6000000,51411620,multiple_genres,5
breathless,en,4.236,5.4,18,1983-05-13,7000000,19910002,multiple_genres,5
brick mansions,en,9.194,5.9,909,2014-04-25,28000000,73421224,multiple_genres,4
bridesmaids,en,9.805,6.5,2783,2011-05-13,32500000,289632023,multiple_genres,5
bridge of spies,en,12.836,7.2,4313,2015-10-16,40000000,162498338,multiple_genres,10
bright,en,15.677,6.2,3181,2017-12-13,90000000,0,multiple_genres,12
brighton rock,en,4.749,6.0,57,2011-08-26,11000000,229653,multiple_genres,8
broken city,en,13.646,5.9,814,2013-01-18,35000000,34480045,multiple_genres,1
broken horses,en,5.481,5.4,17,2015-09-01,15000000,3471,multiple_genres,9
brooklyn,fr,0.916,6.0,1,2015-11-04,11000000,62076141,multiple_genres,11
brother,es,1.636,6.7,15,2001-07-20,12000000,450594,multiple_genres,7
brotherly love,en,2.157,6.8,53,2015-04-24,1900000,478595,horror,4
brothers,en,0.84,2.0,1,2015-08-14,13000000,17856688,multiple_genres,8
bucky larson: born to be a star,en,7.109,4.2,79,2011-09-09,10000000,2529395,comedy,9
bullet to the head,en,17.574,5.4,681,2013-02-01,55000000,22597969,multiple_genres,2
bully,en,5.877,7.2,93,2001-07-13,2100000,1381824,documentary,7
bumblebee,en,43.078,6.5,2425,2018-12-21,102000000,465195589,multiple_genres,12
buried,en,10.888,6.6,1487,2010-09-24,1987650,21270290,thriller,9
burlesque,en,8.676,7.1,1195,2010-11-24,55000000,90552675,multiple_genres,11
burn,en,1.958,7.1,14,2012-07-20,225000,1109276,thriller,7
burnt,en,12.761,6.4,1841,2015-10-30,20000000,36773510,multiple_genres,10
butterfly,en,0.6,5.5,2,2010-12-31,250000,0,multiple_genres,12
butterfly girl,en,0.632,5.0,1,2015-02-27,180000,17503,documentary,2
by the sea,en,6.471,5.4,306,2015-11-13,20000000,3727746,drama,11
ca$h,en,8.503,5.8,112,2008-12-31,13700000,11738256,multiple_genres,12
cabin fever,en,7.419,4.6,215,2003-09-12,1500000,30351664,horror,9
camp x-ray,en,15.237,6.8,618,2014-10-17,1000000,101053,multiple_genres,10
can you ever forgive me?,en,17.604,6.9,450,2018-10-19,10000000,11752387,multiple_genres,10
captain america: civil war,en,39.137,7.4,14000,2016-05-06,250000000,1140069413,multiple_genres,5
captain america: the first avenger,en,25.808,6.9,12810,2011-07-22,140000000,370569776,multiple_genres,7
captain america: the winter soldier,en,18.073,7.7,11034,2014-04-04,170000000,714401889,multiple_genres,4
captain phillips,en,15.483,7.6,3909,2013-10-11,55000000,220648184,multiple_genres,10
captain underpants: the first epic movie,en,18.31,6.0,587,2017-06-02,38000000,126577874,multiple_genres,6
captive,en,0.6,1.5,2,2015-09-18,2000000,2791973,drama,9
cargo,en,0.6,5.5,4,2011-10-21,4200000,313230,multiple_genres,10
carnage,en,10.181,7.1,1478,2011-12-16,25000000,38112154,comedy,12
carol,en,13.096,7.4,1949,2015-11-20,11800000,42843521,multiple_genres,11
carrie,en,13.686,5.9,2681,1976-11-16,1800000,25878153,multiple_genres,11
cars 2,en,23.498,5.9,4058,2011-06-24,200000000,560155383,multiple_genres,6
cars 3,en,18.427,6.7,2596,2017-06-16,175000000,383541369,multiple_genres,6
casa de mi padre,en,7.691,5.2,154,2012-03-16,6000000,8446952,multiple_genres,3
casino jack,en,9.432,6.1,149,2010-12-17,12500000,2272186,multiple_genres,12
cats & dogs: the revenge of kitty galore,en,10.544,4.9,273,2010-07-30,85000000,113026383,multiple_genres,7
cedar rapids,en,7.694,6.0,206,2011-02-11,10000000,7862131,comedy,2
central intelligence,en,14.478,6.3,3133,2016-06-17,50000000,217194805,multiple_genres,6
centurion,en,13.548,6.1,673,2010-08-27,15000000,7885048,multiple_genres,8
chain of command,en,3.767,5.0,20,2015-09-08,4000000,0,multiple_genres,9
chappie,en,24.52,6.7,4995,2015-03-06,49000000,105002056,multiple_genres,3
charlie st. cloud,en,9.454,6.9,1398,2010-07-30,44000000,48478084,multiple_genres,7
chasing mavericks,en,6.546,7.0,329,2012-10-26,20000000,8300821,multiple_genres,10
cheap thrills,en,6.406,6.4,216,2014-03-21,100000,59424,multiple_genres,3
checkmate,en,0.6,1.0,1,2015-09-08,1500000,0,multiple_genres,9
chemical cut,en,0.639,10.0,1,2016-12-31,1000000,0,drama,12
chernobyl diaries,en,14.658,5.0,842,2012-05-25,1000000,42411721,multiple_genres,5
child 44,en,26.386,6.2,903,2015-04-17,50000000,8004221,multiple_genres,4
chips,en,13.744,6.0,657,2017-03-24,25000000,23190292,multiple_genres,3
chloe,en,8.807,5.9,940,2010-03-26,13000000,11831131,multiple_genres,3
christmas mail,en,3.793,5.4,29,2010-12-31,2500000,0,multiple_genres,12
christopher robin,en,20.931,7.4,1280,2018-08-03,75000000,197504758,multiple_genres,8
chronicle,en,12.556,6.7,3084,2012-02-03,12000000,123681790,multiple_genres,2
churchill,en,7.692,6.1,150,2017-06-02,10000000,7582196,biography,6
cinderella,en,29.056,6.7,4517,2015-03-13,95000000,534551353,drama,3
circle,en,2.587,3.8,6,2010-08-27,2000000,10024,multiple_genres,8
circumstance,fa,2.86,6.9,45,2011-08-26,900000,958978,drama,8
cirque du soleil: worlds away,en,6.538,6.8,82,2012-12-21,25000000,28012862,fantasy,12
city of ghosts,en,4.341,7.1,24,2003-04-25,17500000,325491,multiple_genres,4
clash of the titans,en,15.574,5.7,3714,2010-04-01,125000000,493214888,multiple_genres,4
close range,en,6.604,5.2,87,2015-12-11,3000000,0,multiple_genres,12
closer to the moon,en,1.067,7.2,19,2014-04-17,1500000,5396,multiple_genres,4
closure,en,0.6,8.0,1,2015-03-17,100000,0,multiple_genres,3
cloud atlas,en,14.681,6.8,4505,2012-10-26,102000000,130673154,multiple_genres,10
cloudy with a chance of meatballs 2,en,18.335,6.4,1679,2013-09-27,78000000,274392649,multiple_genres,9
coco,en,25.961,8.2,8669,2017-11-22,175000000,798008101,horror,11
code of honor,en,4.408,4.2,36,2016-05-06,8000000,0,multiple_genres,5
coffee town,en,4.758,6.7,56,2013-07-09,2000000,0,comedy,7
collateral beauty,en,12.857,7.2,3270,2016-12-16,36000000,85309093,multiple_genres,12
collide,en,9.035,5.6,331,2017-02-24,29200000,5466698,action,2
colombiana,en,10.584,6.5,1371,2011-08-26,40000000,72295262,multiple_genres,8
columbus,en,8.964,7.3,130,2017-08-04,700000,1110511,comedy,8
coming home,zh,5.348,7.3,76,1978-01-01,3000000,32653000,family,1
compadres,es,1.927,5.1,21,2016-04-22,3000000,7445044,multiple_genres,4
compliance,en,6.93,6.4,340,2012-08-17,270000,830700,multiple_genres,8
conan the barbarian,en,17.046,5.2,1024,1982-05-14,20000000,79114085,multiple_genres,5
concussion,en,12.809,7.1,1435,2015-12-25,35000000,50363790,multiple_genres,12
conspiracy theory,en,10.151,6.5,707,1997-08-08,80000000,142783718,multiple_genres,8
contagion,en,10.444,6.3,2128,2011-09-09,60000000,137551594,multiple_genres,9
contraband,en,12.357,6.2,1114,2012-01-13,25000000,98406855,multiple_genres,1
conviction,en,7.51,7.2,297,2010-10-15,12500000,11826980,multiple_genres,10
cop car,en,11.414,5.8,452,2015-08-07,5000000,143658,multiple_genres,8
cop out,en,8.82,5.4,796,2010-02-26,37000000,55909910,multiple_genres,2
copycat,en,0.6,6.7,3,1995-10-27,20000000,32051917,comedy,10
coriolanus,en,8.016,6.0,215,2012-01-20,10000000,2179623,multiple_genres,1
counting,en,0.6,8.3,3,2015-07-31,50000,8374,documentary,7
country strong,en,7.567,6.3,126,2010-12-22,15000000,20601987,multiple_genres,12
courageous,en,7.406,7.0,128,2011-09-30,2000000,35185884,drama,9
crawl,en,1.937,5.6,18,2019-07-12,17000000,0,drama,7
crazy rich asians,en,17.969,7.1,1496,2018-08-15,30000000,238099711,multiple_genres,8
creative control,en,3.35,5.6,36,2016-03-11,1000000,63014,multiple_genres,3
creature,en,5.121,4.1,23,2011-09-09,3000000,331000,multiple_genres,9
creed,en,16.356,7.3,4010,2015-11-25,37000000,173567581,multiple_genres,11
